topic,new_id,original_id,subtopic,script,prompt
counting,39,32,attribute_based_counting,data/evaluate_script/counting/counting_common.py,"A realistic top-down photo of a wooden table containing many objects: red apples, red tomatoes, and red balls. Include exactly 19 red apples and at least 10 non-apple red objects to create distractors. Apples must remain clearly identifiable by stems and natural texture."
counting,40,33,attribute_based_counting,data/evaluate_script/counting/counting_common.py,A realistic market stall scene with apples under mixed warm-cool lighting and partial occlusions by leaves and price tags. Ensure exactly 21 red apples are visible (partially visible counts if clearly identifiable as apples). Avoid any mirrored reflections that duplicate apples.
counting,41,34,attribute_based_counting,data/evaluate_script/counting/counting_common.py,"A realistic apple tree in light rain with water droplets and dense foliage. Exactly 23 red apples should be present, with varied sizes due to perspective, but each apple boundary should remain separable for counting. No additional red fruits."
counting,42,35,attribute_based_counting,data/evaluate_script/counting/counting_common.py,"A realistic harvest scene with one large apple tree and complex branch overlap. Place exactly 25 red apples across near, mid, and far branches. Introduce mild motion blur on leaves only, while apples stay sharp enough to count unambiguously."
counting,43,36,attribute_based_counting,data/evaluate_script/counting/counting_common.py,An image containing exactly 16 red apples.
counting,44,37,attribute_based_counting,data/evaluate_script/counting/counting_common.py,An image containing exactly 18 green apples.
counting,45,41,attribute_based_counting,data/evaluate_script/counting/counting_common.py,An image containing exactly 26 red apples.
counting,46,42,attribute_based_counting,data/evaluate_script/counting/counting_common.py,An image containing exactly 28 green apples.
counting,47,46,attribute_based_counting,data/evaluate_script/counting/counting_common.py,A basket containing red apples and green apples. There are exactly 13 red apples.
counting,48,47,attribute_based_counting,data/evaluate_script/counting/counting_common.py,A market stand with oranges stacked in a display. Exactly 15 oranges are visible.
counting,49,50,attribute_based_counting,data/evaluate_script/counting/counting_common.py,A fruit display with oranges arranged in rows. Exactly 24 oranges are present.
counting,50,51,attribute_based_counting,data/evaluate_script/counting/counting_common.py,An image with red apples and green apples. There are exactly 6 red apples and 9 green apples. Count only the red ones.
angle,1,1,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 25°.
angle,2,2,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 35°.
angle,3,3,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 40°.
angle,4,4,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 45°.
angle,5,5,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 50°.
angle,6,6,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 60°.
angle,7,7,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 65°.
angle,8,8,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 70°.
angle,9,9,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 75°.
angle,10,10,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one acute angle of 80°.
angle,11,11,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one right angle (90°). Mark it with the standard square symbol.
angle,12,12,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one obtuse angle of 100°.
angle,13,13,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one obtuse angle of 110°.
angle,14,14,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one obtuse angle of 120°.
angle,15,15,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one obtuse angle of 135°.
angle,16,16,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one obtuse angle of 150°.
angle,17,17,angle_measurement,data/evaluate_script/angle/angle_evaluator.py,Draw one straight angle (180°). Show it as a straight horizontal line with a semicircular arc above it.
angle,18,21,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 30° and 60°. The two outer rays are perpendicular.
angle,19,22,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 45° and 45°. The two outer rays form a right angle.
angle,20,23,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 20° and 70°. The two outer rays form a right angle.
angle,21,24,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 55° and 35°.
angle,22,25,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 72° and 18°.
angle,23,26,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 15° and 75°.
angle,24,27,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 40° and 50°.
angle,25,28,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 33° and 57°.
angle,26,29,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 25° and 65°.
angle,27,30,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles of 48° and 42°.
angle,28,31,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles on a straight line: the first is 70° and the second is 110°.
angle,29,32,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles on a straight line: the first is 45° and the second is 135°.
angle,30,33,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles on a straight line: the first is 60° and the second is 120°.
angle,31,34,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles on a straight line: the first is 30° and the second is 150°.
angle,32,35,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles on a straight line: the first is 80° and the second is 100°.
angle,33,36,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles on a straight line of 90° and 90°. The middle ray is perpendicular to the line.
angle,34,37,angle_relations,data/evaluate_script/angle/angle_evaluator.py,Draw two adjacent angles on a straight line: the first is 55° and the second is 125°.
angle,35,61,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 90°, 90°, 90°, and 90°. Mark each right angle with the square symbol."
angle,36,62,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 30°, 60°, 90°, and 180°."
angle,37,63,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 45°, 45°, 135°, and 135°."
angle,38,64,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 50°, 70°, 100°, and 140°."
angle,39,65,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 80°, 100°, 80°, and 100°."
angle,40,66,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 60°, 90°, 120°, and 90°."
angle,41,67,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 40°, 50°, 110°, and 160°."
angle,42,68,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 75°, 75°, 105°, and 105°."
angle,43,69,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 30°, 60°, 120°, and 150°."
angle,44,70,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 55°, 65°, 115°, and 125°."
angle,45,71,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles alternate between 45° and 135°: 45°, 135°, 45°, 135°."
angle,46,72,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 70°, 50°, 70°, and 170°."
angle,47,73,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 36°, 72°, 108°, and 144°."
angle,48,74,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 20°, 40°, 60°, and 240°."
angle,49,75,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 90°, 60°, 90°, and 120°."
angle,50,76,angle_construction,data/evaluate_script/angle/angle_evaluator.py,"Draw four rays from one vertex. The four consecutive angles are 60°, 80°, 100°, and 120°."
fraction,1,1,proportion_mapping,data/evaluate_script/fraction/fraction_1.py,A horizontal progress bar where the filled green portion is exactly 50% of the total length.
fraction,2,2,proportion_mapping,data/evaluate_script/fraction/fraction_2.py,A horizontal progress bar where the filled blue portion is exactly 25% of the total length.
fraction,3,3,proportion_mapping,data/evaluate_script/fraction/fraction_3.py,A horizontal progress bar where the filled red portion is exactly 75% of the total length.
fraction,4,9,proportion_mapping,data/evaluate_script/fraction/fraction_4.py,"A rectangular bar: the left 63% is solid black, the right 37% is solid white."
fraction,5,10,proportion_mapping,data/evaluate_script/fraction/fraction_5.py,"A rectangular bar: the left 40% is solid black, the right 60% is solid white."
fraction,6,11,proportion_mapping,data/evaluate_script/fraction/fraction_6.py,"A rectangular bar: the left 85% is solid black, the right 15% is solid white."
fraction,7,17,proportion_mapping,data/evaluate_script/fraction/fraction_7.py,A laboratory beaker filled with blue liquid to exactly 1/3 of its height.
fraction,8,18,proportion_mapping,data/evaluate_script/fraction/fraction_8.py,A laboratory beaker filled with blue liquid to exactly 1/2 of its height.
fraction,9,19,proportion_mapping,data/evaluate_script/fraction/fraction_9.py,A laboratory beaker filled with blue liquid to exactly 3/4 of its height.
fraction,10,26,proportion_mapping,data/evaluate_script/fraction/fraction_10.py,A pie chart with two sectors. The smaller red sector is exactly 1/7 of the circle.
fraction,11,27,proportion_mapping,data/evaluate_script/fraction/fraction_11.py,A pie chart with two sectors. The smaller blue sector is exactly 1/5 of the circle.
fraction,12,28,proportion_mapping,data/evaluate_script/fraction/fraction_12.py,A pie chart with two sectors. The smaller yellow sector is exactly 2/9 of the circle.
fraction,13,65,proportion_mapping,data/evaluate_script/fraction/fraction_13.py,A 3x3 square grid where exactly 4 squares are colored green and 5 are white.
fraction,14,66,proportion_mapping,data/evaluate_script/fraction/fraction_14.py,A 3x3 square grid where exactly 2 squares are colored red and 7 are white.
fraction,15,69,proportion_mapping,data/evaluate_script/fraction/fraction_15.py,A 3x3 square grid where exactly 5 squares are colored blue and 4 are yellow.
fraction,16,73,proportion_mapping,data/evaluate_script/fraction/fraction_16.py,A 10x10 square grid where exactly 27 squares are colored blue.
fraction,17,74,proportion_mapping,data/evaluate_script/fraction/fraction_17.py,A 10x10 square grid where exactly 12 squares are colored green.
fraction,18,75,proportion_mapping,data/evaluate_script/fraction/fraction_18.py,A 10x10 square grid where exactly 58 squares are colored red.
fraction,19,34,proportion_mapping,data/evaluate_script/fraction/fraction_19.py,A single solid black rectangle with an aspect ratio of 3:1 (width is three times the height).
fraction,20,35,proportion_mapping,data/evaluate_script/fraction/fraction_20.py,A single solid black rectangle with an aspect ratio of 2:1 (width is twice the height).
fraction,21,36,proportion_mapping,data/evaluate_script/fraction/fraction_21.py,A single solid black rectangle with an aspect ratio of 5:2 (width is 2.5 times the height).
fraction,22,42,proportion_mapping,data/evaluate_script/fraction/fraction_22.py,Two squares side-by-side: the red square's area is exactly twice the area of the blue square.
fraction,23,43,proportion_mapping,data/evaluate_script/fraction/fraction_23.py,Two squares side-by-side: the green square's area is exactly three times the area of the purple square.
fraction,24,44,proportion_mapping,data/evaluate_script/fraction/fraction_24.py,Two squares side-by-side: the black square's area is exactly four times the area of the yellow square.
fraction,25,50,proportion_mapping,data/evaluate_script/fraction/fraction_25.py,A donut chart where the thickness of the ring is 20% of the total diameter.
fraction,26,58,fraction_grids,data/evaluate_script/fraction/fraction_26.py,Two identical horizontal bars stacked vertically. Top bar has exactly 11/16 filled in green; bottom bar has exactly 13/20 filled in orange. Segment both bars into equal subdivisions that match each denominator exactly.
fraction,27,59,fraction_grids,data/evaluate_script/fraction/fraction_27.py,"A circular pie chart divided into 24 equal slices, with exactly 17 slices filled in red and the rest white. Keep slice boundaries crisp and equal-width from center to rim."
fraction,28,60,fraction_grids,data/evaluate_script/fraction/fraction_28.py,"A circular pie chart divided into 4 equal slices, with exactly 1 slice filled in red and the rest grey."
fraction,29,61,fraction_grids,data/evaluate_script/fraction/fraction_29.py,"A circular pie chart divided into 8 equal slices, with exactly 3 slices filled in blue and the rest yellow."
fraction,30,62,fraction_grids,data/evaluate_script/fraction/fraction_30.py,"A circular pie chart divided into 6 equal slices, with exactly 5 slices filled in green and the rest pink."
fraction,31,63,fraction_grids,data/evaluate_script/fraction/fraction_31.py,"A circular pie chart divided into 5 equal slices, with exactly 2 slices filled in yellow and the rest light blue."
fraction,32,64,fraction_grids,data/evaluate_script/fraction/fraction_32.py,"A circular pie chart divided into 10 equal slices, with exactly 7 slices filled in purple and the rest grey."
fraction,33,65,fraction_grids,data/evaluate_script/fraction/fraction_33.py,A 3x3 square grid where exactly 4 squares are colored green and 5 are white.
fraction,34,66,fraction_grids,data/evaluate_script/fraction/fraction_34.py,A 3x3 square grid where exactly 2 squares are colored red and 7 are white.
fraction,35,67,fraction_grids,data/evaluate_script/fraction/fraction_35.py,A 3x3 square grid where exactly 6 squares are colored blue and 3 are white.
fraction,36,68,fraction_grids,data/evaluate_script/fraction/fraction_36.py,A 3x3 square grid where exactly 1 square is colored red and 8 are grey.
fraction,37,69,fraction_grids,data/evaluate_script/fraction/fraction_37.py,A 3x3 square grid where exactly 5 squares are colored blue and 4 are yellow.
fraction,38,70,fraction_grids,data/evaluate_script/fraction/fraction_38.py,A 3x3 square grid where exactly 8 squares are colored green and 1 is pink.
fraction,39,71,fraction_grids,data/evaluate_script/fraction/fraction_39.py,A 3x3 square grid where exactly 3 squares are colored yellow and 6 are light blue.
fraction,40,72,fraction_grids,data/evaluate_script/fraction/fraction_40.py,A 3x3 square grid where exactly 7 squares are colored black and 2 are grey.
fraction,41,73,fraction_grids,data/evaluate_script/fraction/fraction_41.py,A 10x10 square grid where exactly 27 squares are colored blue.
fraction,42,74,fraction_grids,data/evaluate_script/fraction/fraction_42.py,A 10x10 square grid where exactly 12 squares are colored green.
fraction,43,75,fraction_grids,data/evaluate_script/fraction/fraction_43.py,A 10x10 square grid where exactly 58 squares are colored red.
fraction,44,76,fraction_grids,data/evaluate_script/fraction/fraction_44.py,A 10x10 square grid where exactly 50 squares are colored blue and the rest are grey.
fraction,45,77,fraction_grids,data/evaluate_script/fraction/fraction_45.py,A 10x10 square grid where exactly 10 squares are colored red and the rest are yellow.
fraction,46,78,fraction_grids,data/evaluate_script/fraction/fraction_46.py,A 10x10 square grid where exactly 90 squares are colored green and the rest are pink.
fraction,47,79,fraction_grids,data/evaluate_script/fraction/fraction_47.py,A 10x10 square grid where exactly 5 squares are colored yellow and the rest are light blue.
fraction,48,80,fraction_grids,data/evaluate_script/fraction/fraction_48.py,A 10x10 square grid where exactly 99 squares are colored black and the rest are grey.
fraction,49,81,fraction_grids,data/evaluate_script/fraction/fraction_49.py,"A rectangular grid of 9 columns by 7 rows (63 equal cells). Color exactly 40 cells blue and 23 cells light gray, with no merged cells and perfectly equal cell size."
fraction,50,82,fraction_grids,data/evaluate_script/fraction/fraction_50.py,A 2x2 square grid where exactly 1 square is colored red and 3 are grey.
function,1,7,continuous_functions,data/evaluate_script/function/function_1.py,"Plot the function y = -3 over the interval x \in [-6, 6]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,2,29,continuous_functions,data/evaluate_script/function/function_2.py,"Plot the function y = 2 over the interval x \in [-6, 6]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,3,6,continuous_functions,data/evaluate_script/function/function_3.py,"Plot the function y = x over the interval x \in [-6, 6]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,4,9,continuous_functions,data/evaluate_script/function/function_4.py,"Plot the function y = -x over the interval x \in [-6, 6]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,5,8,continuous_functions,data/evaluate_script/function/function_5.py,"Plot the line x = 4 over the y-range [-6, 6]. **Style Requirements**: The line must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,6,10,continuous_functions,data/evaluate_script/function/function_6.py,"Plot the function y = x + 2 over the interval x \in [-6, 6]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,7,26,continuous_functions,data/evaluate_script/function/function_7.py,"Plot the function y = 3x + 1 over the interval x \in [-4, 4]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4)."
function,8,20,continuous_functions,data/evaluate_script/function/function_8.py,"Plot the function y = 2x - 3 over the interval x \in [-4, 4]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4)."
function,9,12,continuous_functions,data/evaluate_script/function/function_9.py,"Plot the function y = |x| over the interval x \in [-6, 6]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,10,28,continuous_functions,data/evaluate_script/function/function_10.py,"Plot the function y = |x - 3| over the interval x \in [-2, 8]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -2, 0, 2, 4, 6, 8)."
function,11,11,continuous_functions,data/evaluate_script/function/function_11.py,"Plot the function y = x^2 over the interval x \in [-4, 4]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4)."
function,12,27,continuous_functions,data/evaluate_script/function/function_12.py,"Plot the function y = -x^2 over the interval x \in [-4, 4]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4)."
function,13,13,continuous_functions,data/evaluate_script/function/function_13.py,"Plot the function y = 4 - x^2 over the interval x \in [-4, 4]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4)."
function,14,30,continuous_functions,data/evaluate_script/function/function_14.py,"Plot the function y = x^2 - 2 over the interval x \in [-4, 4]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4)."
function,15,19,continuous_functions,data/evaluate_script/function/function_15.py,"Plot the function y = (x - 2)^2 - 3 over the interval x \in [-2, 6]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -2, 0, 2, 4, 6)."
function,16,14,continuous_functions,data/evaluate_script/function/function_16.py,"Plot the function y = \sin(x) over the interval x \in [-2\pi, 2\pi]. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks should be evenly spaced even numbers (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,17,15,continuous_functions,data/evaluate_script/function/function_17.py,"Plot the function y = \ln(x - 1) over the interval x \in [0, 8]. Clearly display the vertical asymptote at x = 1 as a **Red dashed line**. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., 0, 2, 4, 6, 8)."
function,18,25,piecewise_functions,data/evaluate_script/function/function_18.py,"Plot the piecewise function h(x) over the interval x \in [-4, 4]: Segment 1 (-4 <= x < -1): y = -2; Segment 2 (-1 <= x < 2): y = x - 1; Segment 3 (2 <= x <= 4): y = 3. Use filled dots for included endpoints and hollow dots for excluded endpoints. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,19,5,piecewise_functions,data/evaluate_script/function/function_19.py,"Plot the piecewise-defined function g(x), which consists of four segments, over the interval x \in [-2\pi, 2\pi]: Segment 1 (-2\pi \le x < -\pi): y = \sin(x) (sine wave). Segment 2 (-\pi \le x < 0): y = \tfrac{1}{2}(x + \pi) (linearly increasing). Segment 3 (0 \le x < \pi): y = \sqrt{\pi^2 - x^2} (a quarter circle, upward bulge). Segment 4 (x \ge \pi): y = \ln(x - \pi + 1) (logarithmic growth). **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -6, -4, -2, 0, 2, 4, 6)."
function,20,31,piecewise_functions,data/evaluate_script/function/function_20.py,"Plot the piecewise function y = { (x^2-1)/(x-1), x<1 ; 2\ln(x)+1, 1\le x<4 ; \sqrt{9-(x-4)^2}-1, 4\le x\le 7 } over x \in [-4, 8]. Mark the removable discontinuity at x=1 from the left branch with an open circle and show continuity behavior at each junction. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers**."
function,21,59,piecewise_functions,data/evaluate_script/function/function_21.py,"Plot the piecewise function over the interval x \in [-4, 4]: y = -x for x < 0, and y = x^2 for x >= 0. Use a filled dot at (0, 0) for the included right branch endpoint. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4)."
function,22,66,piecewise_functions,data/evaluate_script/function/function_22.py,"Plot the piecewise function over the interval x \in [-4, 6]: y = x^2 for x < -1, y = 2x + 3 for -1 <= x < 2, and y = -x + 7 for x >= 2. Use filled dots for included endpoints and hollow dots for excluded endpoints. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4, 6)."
function,23,88,piecewise_functions,data/evaluate_script/function/function_23.py,"Plot the piecewise function over the interval x \in [-4, 6]: y = x + 2 for x < 0, y = 2 for 0 <= x <= 2, and y = -x + 4 for x > 2. Use filled dots for included endpoints and hollow dots for excluded endpoints. **Style Requirements**: The function curve must be a **Blue line**. Any vertical asymptotes must be **Red lines**. The axes, labels, and numbers must be **Black**. The x-axis tick marks must be strictly **even numbers** (e.g., -4, -2, 0, 2, 4, 6)."
